Title,Rating,Votes,Duration,Genre
307. Yuva,7.4, (134),1h 51m,romance
308. More na dvoikh,5.4, (152),1h 28m,romance
309. Movie Given Hiiragi Mix.,5.8, (160),2h 7m,romance
310. Lyubvi ne byvaet?,8.3, (60),1h 53m,romance
311. Joy of Horses,7.4, (19),1h 1m,romance
312. Mor Chhainha Bhuinya 2,5.9, (128),2h 16m,romance
313. Mi Perfecto Ex,6.6, (4.1K),1h 31m,romance
314. Occupied,5.5, (119),1h 51m,romance
315. Ma chi ti conosce,5.3, (2.3K),1h 26m,romance
316. Varshangalkku Shesham,9.3, (96),1h 29m,romance
317. Moments We Shared,6.0, (177),1h 27m,romance
318. Game On,7.5, (51),1h 50m,romance
319. Saint Nick of Bethlehem,6.3, (87),1h 36m,romance
320. I Am the Secret in Your Heart,4.9, (117),2h 29m,romance
"321. Extraction, USA",6.6, (343),2h 28m,romance
322. Badaa Saat Fi Yawman Ma,8.8, (75),2h 11m,romance
323. Emakku Thozhil Romance,8.1, (144),1h 56m,romance
324. The Holiday Club,5.0, (8),1h 35m,romance
325. Poppay Ki Wedding,5.8, (2.2K),1h 53m,romance
326. Amaltash,8.5, (93),1h 31m,romance
"327. It's So Big It Hurts, Black Oppa",6.1, (136),1h 52m,romance
328. Little Hearts,6.5, (97),1h 48m,romance
329. Funmilayo Ransome-Kuti,6.2, (73),1h 24m,romance
330. Koi wo Shiranai Bokutachi wa,7.9, (25),1h 33m,romance
331. Christmas on the Ranch,5.5, (51),2h 12m,romance
332. A Country Music Christmas,7.3, (89),1h 40m,romance
333. Powder Pup,7.1, (37),1h 55m,romance
334. Santa's Cousin,7.5, (711),1h 40m,romance
335. Double Blended,7.8, (2.4K),1h 24m,romance
336. Last Song for You,8.7, (2.7K),1h 37m,romance
337. Lula Leblanc,5.6, (151),2h,romance
338. Ondu Sarala Prema Kathe,6.2, (332),1h 45m,romance
339. Pranaya Godari,6.1, (105),1h 50m,romance
340. Mercy Killing,6.4, (348),1h 34m,romance
341. Love Stuck,6.4, (15),1h 38m,romance
342. Shooting My Life's Script,7.7, (27),1h 55m,romance
343. Khwaabon Ka Jhamela,6.0, (227),2h 15m,romance
344. Enchanting Christmas,6.4, (11),2h,romance
345. Nie Xiaoqian,6.1, (104),1h 35m,romance
346. Goreyan Naal Lagdi Zameen Jatt Di,6.5, (61),1h 59m,romance
347. A Bluegrass Christmas,9.5, (33),1h 44m,romance
348. To potami,6.2, (167),2h 36m,romance
"349. Chances Are, You and I",3.7, (288),45m,romance
350. Samana Sunrise,5.8, (187),1h 12m,romance
351. Ram Bharosey,8.3, (18),1h 40m,romance
352. Honey Money Phony,5.9, (138),1h 24m,romance
353. Letuchiy korabl,5.3, (295),1h 22m,romance
354. Holiday for Hire,8.9, (57),1h 37m,romance
355. Coven of the Black Cube,5.3, (710),1h 38m,romance
356. Visal Adare,7.0, (287),1h 54m,romance
"357. Love, Sitara",7.0, (8),49m,romance
358. Love Is Never on Time,5.4, (1.8K),1h 32m,romance
359. The Heartbreak Agency,5.9, (807),2h 21m,romance
360. I Don't Know,4.9, (268),1h 22m,romance
361. Heartbreak Motel,6.7, (278),1h 38m,romance
"362. Fool Me Once, Revenge on You",8.6, (289),2h 14m,romance
363. Jatt & Juliet 3,6.3, (170),1h 56m,romance
364. Election,8.3, (8),1h 44m,romance
365. Just the Two of Us,7.1, (26),1h 44m,romance
366. Yo no soy esa,6.3, (179),1h 52m,romance
367. Teasing Master Takagi-san Movie,3.7, (168),2h 30m,romance
368. Eating Me Up,9.2, (11),2h 5m,romance
369. Kajolrekha,9.2, (18),1h 24m,romance
370. Éden & Charlie,6.8, (5),1h 40m,romance
371. This Is Not A Love Song,6.6, (34),Not Rated,romance
372. Land of Broken Hearts,8.3, (8),1h 24m,romance
373. Letters at Christmas,5.2, (20),1h 22m,romance
374. Artist Unknown,7.0, (1.2K),1h 22m,romance
375. Do I Shock U Like Lightning,8.7, (27),1h 33m,romance
376. Penguin Girl,6.6, (9),2h 11m,romance
377. Soft Love,6.0, (294),2h 3m,romance
378. How to Make Her Leave,6.3, (336),1h 29m,romance
379. Fragments of Us,3.6, (614),1h 40m,romance
380. Christmas Overtime,6.8, (16),1h 50m,romance
381. Onegin,6.0, (24),1h 50m,romance
382. Miracle Mile,5.1, (244),1h 45m,romance
383. Hold Me Close,6.1, (653),1h 52m,romance
384. From Corinne's Heart,5.3, (183),1h 48m,romance
385. Lyod 3,5.9, (189),1h 36m,romance
386. Silent Love,9.1, (23),1h 45m,romance
387. Sevmek Yüzünden,5.8, (37),26m,romance
388. Lady Outlaw,6.6, (120),2h 21m,romance
389. Kagojer Bou,8.1, (60),1h 49m,romance
390. Lyubov Sovetskogo Soyuza,8.1, (106),1h 40m,romance
391. My Boo,6.3, (513),1h 58m,romance
392. Valentine's Town,4.2, (1.7K),1h 57m,romance
"393. Dao, Pho Va Piano",6.7, (251),1h 9m,romance
394. Marriage Mansion,6.2, (242),1h 58m,romance
395. Nikdo me nemá rád,7.4, (27),1h 25m,romance
396. Future Date,5.6, (342),2h 8m,romance
397. Bad Boy's Security,3.8, (47),1h 52m,romance
398. The Day Before Christmas,7.5, (8),2h 5m,romance
399. Young Lion of the West,4.6, (201),1h 33m,romance
400. Komandir,7.9, (17),1h 26m,romance
401. Petta Rap,3.6, (144),1h 46m,romance
402. Svemu dodje kraj,6.7, (13),2h 13m,romance
403. Sign Here,6.7, (260),2h 14m,romance
404. Ye xiao nü sheng,6.8, (21),2h 13m,romance
405. Un/Happy for You,6.3, (129),1h 45m,romance
406. Momma's Boy,6.1, (204),2h 25m,romance
407. 14 Days Love,5.9, (35),1h 42m,romance
408. Lobola Man,6.6, (150),1h 7m,romance
409. Sunlight,1.0, (124),1h 38m,romance
410. Her Seyin Basi Merkür,4.3, (470),1h 21m,romance
411. Undying,6.4, (17),2h 15m,romance
412. Jee Ve Sohneya Jee,6.2, (830),1h 24m,romance
413. Once Upon a Honeymoon,6.7, (75),1h 45m,romance
414. Because I Love Bad Weather,3.9, (131),1h 33m,romance
415. 36-24-36,6.2, (48),1h 35m,romance
416. Honeko Akabane's Bodyguards,4.8, (120),1h 45m,romance
417. Muse,7.8, (61),1h 25m,romance
418. Life Hotel,6.7, (76),1h 36m,romance
419. PAPmusic - Animation for Fashion,6.8, (565),1h 35m,romance
420. Love Me If You Dare,5.4, (312),1h 54m,romance
421. The Untold Story,3.5, (177),2h,romance
422. Could Have Waited for August,7.3, (2.6K),1h 55m,romance
423. Teriyaan Meriyaan Hera Pheriyan,7.5, (59),1h 55m,romance
424. 3. Gun,5.4, (33),1h 49m,romance
425. Yumi's Cells: The Movie,7.9, (11),1h 37m,romance
426. A Christmas of Wonders,7.2, (34),1h 59m,romance
427. Morena,4.0, (114),2h 18m,romance
428. Keshava Chandra Ramavath,9.8, (10),1h 58m,romance
429. Babli,8.6, (16),1h 30m,romance
430. Table for Six 2,7.1, (97),1h 57m,romance
431. Günesi Söndürmem Gerek,6.7, (7.9K),1h 30m,romance
432. Rajkumar,5.7, (12),2h 12m,romance
433. Our Church Thinks We're Dating,8.5, (24),1h 45m,romance
434. Pretty Boys,6.5, (901),1h 34m,romance
435. Unn Sawali,5.9, (104),1h 57m,romance
